City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,page,36.9147,-111.4558,78.58,45,0,1.99,US,1692421363
298,susuman,62.7833,148.1667,55.63,69,78,10.67,RU,1692421363
299,barcelos,41.5388,-8.6151,71.92,90,99,4.92,PT,1692421363
300,puerto ayora,-0.7393,-90.3518,74.55,86,63,7.0,EC,1692421364
301,tsiombe,-25.3,45.4833,68.5,78,0,9.01,MG,1692421365
302,olinda,-8.0089,-34.8553,76.73,83,75,8.05,BR,1692421365
303,auki,-8.7676,160.7034,81.93,80,86,1.23,SB,1692421365
304,las tunas,20.9617,-76.9511,75.11,92,95,5.57,CU,1692421365
305,swakopmund,-22.6833,14.5333,50.85,88,82,7.0,NA,1692421366
306,turpan,42.9333,89.1667,94.78,13,98,5.06,CN,1692421366
307,novofedorivka,46.1713,32.3178,77.07,58,0,12.24,UA,1692421366
308,lagunas,-5.2269,-75.6753,75.79,71,4,2.57,PE,1692421367
309,acarau,-2.8856,-40.12,77.65,88,24,16.51,BR,1692421367
310,manali,13.1667,80.2667,90.07,66,90,12.01,IN,1692421114
311,labytnangi,66.6572,66.4183,53.04,68,97,16.22,RU,1692421367
312,san antonio de pale,-1.4014,5.6325,73.17,84,100,15.86,GQ,1692421368
313,belidzhi,41.8918,48.4125,82.44,54,97,3.33,RU,1692421368
314,masterton,-40.9597,175.6575,52.88,88,100,7.27,NZ,1692421369
315,graaff-reinet,-32.2522,24.5308,48.6,55,100,1.74,ZA,1692421369
316,twon-brass,4.3151,6.2418,77.34,86,100,7.23,NG,1692421369
317,long beach,33.767,-118.1892,75.11,80,0,10.36,US,1692421127
318,debre werk',10.6667,38.1667,59.63,75,4,0.49,ET,1692421370
319,sandwich,41.6459,-88.6217,64.02,80,0,4.61,US,1692421327
320,kouango,4.9934,19.9619,69.67,99,84,3.2,CF,1692421370
321,namibe,-15.1961,12.1522,61.86,81,52,7.27,AO,1692421371
322,sinop,41.7711,34.8709,66.63,67,0,1.68,TR,1692421371
323,enniscorthy,52.5008,-6.5578,61.48,99,100,27.6,IE,1692421371
324,kapuskasing,49.4169,-82.4331,48.29,93,0,2.3,CA,1692421372
325,merritt island,28.5392,-80.672,78.01,92,0,4.61,US,1692421179
326,oppdal,62.5943,9.6912,53.82,79,32,9.8,NO,1692421372
327,la mira,18.035,-102.3266,79.59,84,93,4.21,MX,1692421372
328,moree,-29.4667,149.85,62.53,28,1,17.22,AU,1692421373
329,villa del prado,40.2692,-4.3046,74.64,54,27,3.0,ES,1692421373
330,ibiza,38.9088,1.433,77.81,89,75,2.3,ES,1692421176
331,lagoa,39.05,-27.9833,71.17,72,16,6.8,PT,1692421373
332,ribeira brava,32.65,-17.0667,74.71,80,55,1.68,PT,1692421374
333,san juan de miraflores,-12.1629,-76.9635,68.52,80,100,5.48,PE,1692421374
334,dukhan,25.4297,50.7858,93.43,52,0,6.76,QA,1692421375
335,san juan nepomuceno,9.9516,-75.082,75.52,93,70,3.8,CO,1692421375
336,dompu,-8.5356,118.4622,93.42,37,30,5.1,ID,1692421375
337,selfoss,63.9331,-20.9971,52.05,80,99,8.66,IS,1692421376
338,nogliki,51.8333,143.1667,63.0,85,61,13.4,RU,1692421376
339,fortuna,40.5982,-124.1573,58.35,88,15,2.35,US,1692421377
340,puerto armuelles,8.2833,-82.8667,77.09,91,100,8.01,PA,1692421377
341,basco,20.4487,121.9702,84.69,77,100,12.35,PH,1692421377
342,port-vila,-17.7338,168.3219,78.4,83,75,10.36,VU,1692421378
343,dalnegorsk,44.5604,135.5701,86.95,57,11,6.31,RU,1692421378
344,timimoun,29.2639,0.231,86.38,16,0,8.05,DZ,1692421378
345,san vicente de canete,-13.0751,-76.3835,65.17,82,93,4.25,PE,1692421379
346,jumla,29.2747,82.1838,77.25,56,70,5.19,NP,1692421379
347,almese-rivera,45.1191,7.4011,72.82,78,83,4.52,IT,1692421379
348,zarah sharan,33.1467,68.7917,77.41,20,0,5.79,AF,1692421380
349,la'ie,21.6477,-157.9253,82.36,73,3,12.15,US,1692421380
350,hilo,19.7297,-155.09,76.24,93,93,1.99,US,1692421217
351,howrah,22.5892,88.3103,86.0,89,75,9.22,IN,1692421381
352,ebaye,8.7748,167.7392,86.02,74,40,10.36,MH,1692421381
353,alice springs,-23.7,133.8833,71.15,26,0,9.22,AU,1692421382
354,maridi,4.9158,29.4742,69.89,84,3,2.24,SS,1692421383
355,lagoa formosa,-18.7786,-46.4075,64.36,57,0,1.68,BR,1692421383
356,aral,40.5156,81.2636,89.15,19,4,6.89,CN,1692421384
357,camoapa,12.3839,-85.5116,70.27,93,74,6.04,NI,1692421384
358,yerofey pavlovich,53.9667,121.9667,64.42,54,88,12.08,RU,1692421384
359,ouro preto do oeste,-10.7481,-62.2158,82.58,47,77,3.76,BR,1692421362
360,al ghayzah,16.2079,52.176,82.56,79,76,6.91,YE,1692421385
361,marsa alam,25.0757,34.8918,91.69,48,6,10.83,EG,1692421385
362,daru,-9.0763,143.2092,79.47,58,72,12.48,PG,1692421386
363,hammerfest,70.6634,23.6821,48.65,81,100,8.05,NO,1692421125
364,isiro,2.7739,27.616,68.61,92,94,1.48,CD,1692421386
365,cole harbour,44.6724,-63.4751,69.96,96,100,28.77,CA,1692421336
366,praia da vitoria,38.7333,-27.0667,68.76,88,20,7.38,PT,1692421387
367,alpine,32.835,-116.7664,73.27,68,0,5.75,US,1692421388
368,nizhniy odes,63.6445,54.856,51.73,63,98,10.02,RU,1692421388
369,khanty-mansiysk,61.0042,69.0019,62.71,100,75,7.0,RU,1692421388
370,taguatinga,-12.3857,-46.5711,73.74,45,37,3.49,BR,1692421389
371,alofi,-19.0595,-169.9187,75.09,88,15,14.97,NU,1692421390
372,choibalsan,48.0667,114.5,74.64,32,5,9.73,MN,1692421390
373,tucuma,-0.1833,-50.05,78.17,86,97,7.38,BR,1692421314
374,waddan,29.1614,16.139,74.35,57,0,3.18,LY,1692421391
375,sumbe,-11.2061,13.8437,66.58,94,13,1.39,AO,1692421391
376,illizi,26.4833,8.4667,80.4,26,62,8.63,DZ,1692421392
377,candido mendes,-1.4467,-45.7167,76.82,86,74,5.97,BR,1692421392
378,tura,25.5198,90.2201,84.54,74,63,7.29,IN,1692421393
379,forster,-32.1667,152.5167,66.29,34,0,13.98,AU,1692421393
380,ixtapa,20.7,-105.2,83.23,89,100,2.3,MX,1692421394
381,as suki,13.3167,33.8833,76.32,80,96,9.8,SD,1692421394
382,malabar,-33.9667,151.25,66.76,38,0,19.57,AU,1692421395
383,timbiqui,2.7717,-77.6654,75.11,95,85,3.71,CO,1692421395
384,n'dalatando,-9.2978,14.9116,60.33,94,33,1.19,AO,1692421396
385,gao,16.6362,1.637,85.89,50,54,6.26,ML,1692421396
386,awjilah,29.1081,21.2869,75.69,69,0,9.1,LY,1692421397
387,kindu,-2.95,25.95,72.66,86,51,2.51,CD,1692421397
388,aketi,2.7388,23.7833,70.45,98,90,2.82,CD,1692421397
389,kodiak,57.79,-152.4072,52.25,83,79,2.62,US,1692421398
390,nieuw amsterdam,5.8833,-55.0833,78.03,91,100,6.38,SR,1692421398
391,kualakapuas,-3.0091,114.3876,97.86,33,92,3.36,ID,1692421399
392,churapcha,62.0025,132.4325,73.81,56,100,10.33,RU,1692421399
393,valparaiso,-33.0393,-71.6273,58.48,100,100,3.44,CL,1692421208
394,mukalla,14.5425,49.1242,86.67,67,79,1.92,YE,1692421400
395,suva,-18.1416,178.4415,76.48,83,75,9.22,FJ,1692421400
396,langepas,61.2544,75.2124,63.27,69,100,7.65,RU,1692421401
397,sao joao da barra,-21.6403,-41.0511,70.93,84,0,15.88,BR,1692421401
398,moussoro,13.6408,16.4901,78.82,64,99,15.05,TD,1692421402
399,charcas,23.1333,-101.1167,63.34,76,95,9.89,MX,1692421402
400,curaca,-8.9903,-39.9094,68.97,82,7,12.41,BR,1692421402
401,happy valley-goose bay,53.3168,-60.3315,64.71,68,20,6.91,CA,1692421402
402,gobabis,-22.45,18.9667,56.41,27,3,6.85,NA,1692421404
403,burutu,5.3509,5.5076,73.9,95,100,3.67,NG,1692421405
404,manokwari,-0.8667,134.0833,81.01,75,100,5.35,ID,1692421406
405,vail,32.0479,-110.712,77.81,67,98,4.0,US,1692421406
406,tamanrasset,22.785,5.5228,75.11,46,40,9.22,DZ,1692421406
407,alvorada,-12.48,-49.1247,77.25,40,4,4.03,BR,1692421407
408,nizhnesortymskiy,62.4397,71.7603,64.06,86,100,17.16,RU,1692421411
409,port blair,11.6667,92.75,85.41,72,30,14.72,IN,1692421413
410,jining,35.405,116.5814,90.86,52,85,6.04,CN,1692421413
411,klaksvik,62.2266,-6.589,58.12,98,62,18.48,FO,1692421414
412,nambucca heads,-30.65,153.0,71.17,30,0,5.57,AU,1692421414
413,utrik,11.2278,169.8474,83.08,79,45,16.35,MH,1692421414
414,lerwick,60.1545,-1.1494,57.2,83,2,23.96,GB,1692421415
415,pervomayskiy,53.2485,40.2871,75.76,55,3,7.16,RU,1692421416
416,neiafu,-18.65,-173.9833,77.68,88,75,10.36,TO,1692421416
417,buguruslan,53.6554,52.442,83.5,35,43,7.16,RU,1692421418
418,dalandzadgad,43.5708,104.425,79.84,10,1,12.53,MN,1692421419
419,shimabara,32.7833,130.3667,91.71,75,62,6.53,JP,1692421419
420,lensk,60.7253,114.9278,72.23,48,66,8.16,RU,1692421419
421,shingu,33.7333,135.9833,86.14,75,38,5.75,JP,1692421420
422,el nido,11.1858,119.3956,83.95,73,99,8.46,PH,1692421420
423,kingston,17.997,-76.7936,85.15,86,20,5.75,JM,1692421420
424,katabu,-4.9333,122.5167,89.98,37,13,10.74,ID,1692421421
425,zhangatas,43.5667,69.75,82.51,21,0,14.34,KZ,1692421421
426,mushabani,22.5167,86.45,87.42,70,72,12.37,IN,1692421421
427,kuandian,40.7286,124.7847,82.98,66,96,3.49,CN,1692421422
428,bafata,12.1667,-14.75,74.93,97,100,0.67,GW,1692421422
429,hamilton,39.1834,-84.5333,63.77,88,0,1.01,US,1692421423
430,vorkuta,67.5,64.0,44.15,92,100,14.36,RU,1692421423
431,cascais,38.6979,-9.4215,73.51,84,27,13.0,PT,1692421424
432,prince rupert,54.3161,-130.3201,56.89,83,40,9.22,CA,1692421381
433,darfo boario terme,45.8835,10.1807,73.51,81,0,6.49,IT,1692421425
434,pahrump,36.2083,-115.9839,84.25,43,100,14.0,US,1692421425
435,dhidhdhoo,6.8833,73.1,82.65,73,100,11.83,MV,1692421425
436,plastun,44.7561,136.2939,79.34,73,25,7.65,RU,1692421426
437,tendo,38.3536,140.3697,91.33,70,40,10.36,JP,1692421426
438,extrema,-22.8547,-46.3183,62.87,56,0,5.73,BR,1692421426
439,itacarambi,-15.1022,-44.0919,69.75,67,2,5.37,BR,1692421427
440,xinzhi,36.4989,111.7047,93.02,37,100,1.03,CN,1692421427
441,altamira,-3.2033,-52.2064,74.73,61,56,2.84,BR,1692421427
442,kiskunmajsa,46.4903,19.74,69.89,64,96,5.61,HU,1692421428
443,zhezqazghan,47.7833,67.7667,81.18,26,0,8.95,KZ,1692421428
444,sao paulo de olivenca,-3.3783,-68.8725,76.64,81,57,1.14,BR,1692421428
445,pangai,-19.8,-174.35,71.71,94,100,18.41,TO,1692421429
446,mikuni,36.2171,136.1519,91.31,65,14,6.17,JP,1692421429
447,tezu,27.9167,96.1667,81.64,92,98,2.66,IN,1692421429
448,puerto baquerizo moreno,-0.9,-89.6,74.1,69,81,11.45,EC,1692421429
449,mount gambier,-37.8333,140.7667,58.1,79,100,10.96,AU,1692421430
450,kedrovyy,56.1667,91.8167,59.41,59,82,6.6,RU,1692421430
451,mohacs,45.9931,18.6831,69.26,84,100,4.25,HU,1692421430
452,bassila,9.0081,1.6654,71.26,98,89,2.95,BJ,1692421431
453,lashio,22.9333,97.75,81.79,69,100,2.15,MM,1692421431
454,broken hill,-31.95,141.4333,63.25,50,29,12.84,AU,1692421431
455,anshun,26.25,105.9333,80.19,59,89,4.03,CN,1692421432
456,portland,45.5234,-122.6762,68.47,56,0,4.0,US,1692421055
457,chaplygin,53.2432,39.9629,75.36,56,2,6.98,RU,1692421433
458,noumea,-22.2763,166.4572,76.98,99,0,9.44,NC,1692421433
459,fort st. john,56.2499,-120.8529,53.49,62,75,2.3,CA,1692421433
460,kuhmo,64.1333,29.5167,53.87,65,2,2.17,FI,1692421434
461,launceston,-41.45,147.1667,61.16,58,90,13.8,AU,1692421434
462,ola,59.5833,151.2833,79.14,76,4,8.21,RU,1692421434
463,sao joao del rei,-21.1356,-44.2617,60.24,63,0,4.05,BR,1692421435
464,sitka,57.0531,-135.33,58.89,77,100,11.5,US,1692421435
465,ilhabela,-23.7781,-45.3581,74.79,58,0,6.42,BR,1692421435
466,felahiye,39.0906,35.5672,63.34,39,0,2.08,TR,1692421435
467,takestan,36.0696,49.6959,77.13,38,19,6.2,IR,1692421436
468,bolivar,37.6145,-93.4105,75.9,85,0,9.26,US,1692421210
469,aguililla,18.7333,-102.7333,66.7,94,100,4.41,MX,1692421436
470,inarajan village,13.2736,144.7484,88.0,85,38,10.09,GU,1692421437
471,anloga,5.7947,0.8973,75.36,91,90,8.61,GH,1692421437
472,selibaby,15.159,-12.1829,81.86,75,94,4.79,MR,1692421437
473,manta,-0.95,-80.7333,78.01,78,75,17.0,EC,1692421438
474,saint-philippe,-21.3585,55.7679,74.79,80,37,7.02,RE,1692421438
475,healesville,-37.65,145.5167,62.62,95,100,3.74,AU,1692421439
476,remire-montjoly,4.9167,-52.2667,78.84,89,0,3.44,GF,1692421439
477,sos'va,59.1766,61.8558,59.22,81,82,10.74,RU,1692421439
478,bulgan,48.8125,103.5347,66.2,43,13,11.36,MN,1692421440
479,lakatoro,-16.0999,167.4164,78.57,81,69,6.11,VU,1692421440
480,hernando,28.5419,-82.4582,79.75,94,0,0.0,US,1692421441
481,gorodovikovsk,46.0878,41.9335,83.75,32,0,6.78,RU,1692421441
482,tamandare,-8.7597,-35.1047,73.24,87,23,5.77,BR,1692421441
483,belmonte,-15.8631,-38.8828,70.56,82,0,5.23,BR,1692421442
484,uniao da vitoria,-26.23,-51.0864,53.94,98,100,1.43,BR,1692421442
485,colares,38.7992,-9.4469,73.33,84,21,13.0,PT,1692421442
486,crotone,39.0851,17.1178,80.19,58,0,7.76,IT,1692421443
487,yuzhne,46.6221,31.1013,76.3,56,0,11.25,UA,1692421445
488,brookings,44.3114,-96.7984,70.14,73,0,13.8,US,1692421290
489,simdega,22.6167,84.5167,83.1,78,67,14.61,IN,1692421447
490,ar rudayyif,34.3827,8.1555,78.57,31,0,2.51,TN,1692421447
491,tan-tan,28.438,-11.1032,71.11,80,69,3.11,MA,1692421448
492,cill airne,52.05,-9.5167,59.47,95,100,13.56,IE,1692421448
493,abepura,-2.6333,140.5833,79.61,74,40,11.5,ID,1692421449
494,ugoofaaru,5.6667,73.0,82.71,74,100,11.14,MV,1692421449
495,rio do sul,-27.2142,-49.6431,60.39,96,100,2.28,BR,1692421449
496,perth,-31.9333,115.8333,70.0,58,20,3.44,AU,1692421283
497,quellon,-43.1167,-73.6167,43.05,93,100,11.5,CL,1692421451
498,halifax,44.6453,-63.5724,70.48,97,100,28.77,CA,1692421230
499,mana,5.6592,-53.7767,77.95,90,97,10.02,GF,1692421452
500,nantucket,41.2835,-70.0995,69.85,88,0,6.91,US,1692421452
501,sal rei,16.1833,-22.9167,79.63,87,51,13.02,CV,1692421452
502,kilju,40.9642,129.3278,82.8,79,45,4.09,KP,1692421453
503,nouadhibou,20.931,-17.0347,73.38,83,60,3.44,MR,1692421453
504,tangalle,6.024,80.7911,89.76,62,100,15.88,LK,1692421454
505,sault ste. marie,46.5168,-84.3333,52.09,87,0,2.3,CA,1692421392
506,murzuq,25.9155,13.9184,80.55,25,8,10.16,LY,1692421454
507,juye,35.3947,116.0883,90.19,53,97,6.35,CN,1692421455
508,at taj,24.2049,23.2857,79.41,23,0,7.99,LY,1692421455
509,klyuchi,52.2667,79.1667,69.93,42,96,12.35,RU,1692421455
510,paradip garh,20.3167,86.6167,87.42,70,42,12.19,IN,1692421456
511,saltburn-by-the-sea,54.5824,-0.9737,65.03,94,100,10.0,GB,1692421456
512,carahue,-38.7,-73.1667,43.97,97,100,5.17,CL,1692421456
513,goz beida,13.95,20.55,77.0,74,100,7.18,TD,1692421457
514,todos santos,23.45,-110.2167,84.65,63,100,8.48,MX,1692421457
515,zvishavane,-20.3267,30.0665,61.02,29,0,2.17,ZW,1692421457
516,bizerte,37.2744,9.8739,77.0,88,0,2.3,TN,1692421457
517,pechora,65.1472,57.2244,50.61,74,100,14.07,RU,1692421458
518,diekirch,49.8678,6.1558,74.26,93,98,3.78,LU,1692421458
519,ujae,8.9322,165.7642,83.79,76,15,10.29,MH,1692421459
520,pestovo,58.5938,35.8024,58.95,78,87,4.83,RU,1692421459
521,kill devil hills,36.0307,-75.676,80.98,76,0,3.44,US,1692421206
522,vorgashor,67.5833,63.95,43.77,92,100,14.7,RU,1692421460
523,varnamo,57.186,14.04,63.48,91,100,7.76,SE,1692421460
524,deqen,29.9618,90.7188,68.18,46,41,3.78,CN,1692421460
525,laives,46.4228,11.3348,68.56,88,0,2.3,IT,1692421461
526,ilha de mocambique,-15.0342,40.7358,73.13,86,2,2.66,MZ,1692421461
527,ribeira do pombal,-10.8344,-38.5358,62.71,93,25,1.99,BR,1692421462
528,gopalpur,19.2667,84.9167,85.23,72,71,7.31,IN,1692421462
529,sur,22.5667,59.5289,87.87,57,11,6.62,OM,1692421462
530,weno,7.4515,151.8468,89.55,74,40,3.44,FM,1692421463
531,margate,51.3813,1.3862,65.7,92,94,16.89,GB,1692421463
532,muisne,0.6,-80.0333,76.96,85,76,8.88,EC,1692421463
533,pirane,-25.7324,-59.1088,56.73,97,87,4.41,AR,1692421464
534,lodwar,3.1191,35.5973,78.58,50,32,17.69,KE,1692421465
535,flying fish cove,-10.4217,105.6791,78.48,73,75,12.66,CX,1692421466
536,rolla,37.9514,-91.7713,68.95,78,0,9.22,US,1692421466
537,kupang,-10.1667,123.5833,85.57,48,82,5.06,ID,1692421466
538,uturoa,-16.7333,-151.4333,77.52,74,49,18.68,PF,1692421467
539,kabare,-2.4683,28.8242,65.08,66,92,1.14,CD,1692421467
540,mary,37.0,62.5,92.28,13,0,6.87,TM,1692421467
541,cobram,-35.9167,145.65,56.77,75,99,13.11,AU,1692421468
542,tottori,35.5,134.2333,89.67,70,75,8.05,JP,1692421237
543,san luis de la loma,17.2706,-100.8939,79.93,82,100,7.87,MX,1692421468
544,malango,-2.9627,119.9001,78.64,65,93,4.88,ID,1692421469
545,alaghsas,17.0187,8.0168,89.85,34,6,5.61,NE,1692421470
546,tofol,5.3248,163.0078,83.77,74,17,8.81,FM,1692421471
547,ierapetra,35.01,25.7353,79.84,64,0,0.87,GR,1692421471
548,zalanga,10.6143,10.1765,70.48,84,93,4.5,NG,1692421471
549,peace river,56.2501,-117.286,50.31,81,75,5.75,CA,1692421328
550,leh,34.1667,77.5833,66.63,41,3,5.88,IN,1692421477
551,kralendijk,12.15,-68.2667,84.18,79,40,11.5,BQ,1692421413
552,itoman,26.1247,127.6694,89.98,70,75,10.36,JP,1692421478
553,shache,38.4167,77.2406,88.07,20,68,3.96,CN,1692421478
554,mungwi,-10.1732,31.3694,60.15,58,6,3.09,ZM,1692421479
555,sirte,31.2089,16.5887,78.39,70,0,4.45,LY,1692421479
556,mermoz boabab,14.7065,-17.4758,83.98,79,40,6.91,SN,1692421479
557,troitskoye,52.9821,84.6757,56.1,79,94,7.49,RU,1692421480
558,brisas barra de suchiate,14.55,-92.2167,78.06,85,100,9.44,MX,1692421480
559,kota kinabalu,5.9749,116.0724,89.58,62,20,4.61,MY,1692421480
560,fairbanks,64.8378,-147.7164,57.2,82,100,9.22,US,1692421480
561,chernomorskoye,45.5039,32.6997,76.6,67,0,13.71,UA,1692421481
562,kisangani,0.5167,25.2,72.34,92,95,2.44,CD,1692421224
563,alo,7.4178,6.7371,72.91,99,100,1.45,NG,1692421482
564,kampil,27.6167,79.2833,94.95,52,50,8.99,IN,1692421482
565,encheng,22.1839,112.3026,89.96,70,90,3.09,CN,1692421482
566,zhangjiakou shi xuanhua qu,40.6103,115.0447,86.38,23,4,1.32,CN,1692421482
567,khandyga,62.6667,135.6,80.4,41,96,4.12,RU,1692421483
568,tarariras,-34.2833,-57.6167,44.17,49,1,8.99,UY,1692421483
569,voss,60.623,6.4229,61.54,77,32,5.55,NO,1692421483
570,pionerskiy,54.9508,20.2275,69.75,87,97,6.38,RU,1692421484
571,hami,42.8,93.45,90.82,11,33,6.55,CN,1692421484
572,dakhla,23.6848,-15.958,74.66,72,62,5.35,EH,1692421484
573,mount pearl,47.5166,-52.7813,57.33,93,75,5.01,CA,1692421484
574,tirumullaivasal,11.2333,79.8333,90.7,48,75,8.79,IN,1692421485
575,yemva,62.59,50.8594,54.63,58,0,8.59,RU,1692421485
576,nova sintra,14.8667,-24.7167,75.24,80,31,12.62,CV,1692421485
577,mount isa,-20.7333,139.5,74.97,22,8,11.5,AU,1692421485
578,keren,15.7778,38.4581,72.39,67,100,3.47,ER,1692421486
579,ta`u,-14.2336,-169.5144,81.34,75,4,16.58,AS,1692421486
580,bondorf,48.5207,8.8367,72.19,70,34,3.8,DE,1692421486
581,lucapa,-8.4192,20.7447,67.8,33,33,5.06,AO,1692421487
582,montlouis-sur-loire,47.3833,0.8333,71.87,79,0,3.44,FR,1692421487
583,buka,40.8108,69.1986,92.34,12,0,5.46,UZ,1692421487
584,sao jose da coroa grande,-8.8978,-35.1478,73.67,85,42,6.24,BR,1692421489
585,chinde,26.8418,88.0763,73.4,84,87,5.26,NP,1692421489
586,santyoku,37.4406,129.1708,79.21,89,47,4.92,KR,1692421489
587,mugia,43.1041,-9.2179,66.9,93,10,3.85,ES,1692421490
588,berezovyy,51.6667,135.7,73.63,84,100,3.51,RU,1692421490
589,cobija,-11.0267,-68.7692,76.12,53,33,3.6,BO,1692421490
590,sao vicente,-23.9631,-46.3919,82.58,26,1,10.38,BR,1692421318
591,kismayo,-0.3582,42.5454,78.33,74,84,13.89,SO,1692421491
592,rockford,42.2711,-89.094,63.63,82,0,5.75,US,1692421491
593,gimbi,9.1667,35.8333,58.53,92,37,0.98,ET,1692421491
594,ungsang-nodongjagu,42.3578,130.4622,79.2,80,72,5.3,KP,1692421491
595,cova figueira,14.8905,-24.2934,75.88,81,63,7.92,CV,1692421492
596,upington,-28.4478,21.2561,39.58,41,0,1.14,ZA,1692421342
